geo,cluster13,region,nation,fips,1876_D,1876_R,1876_O,1876_T,1880_D,1880_R,1880_O,1880_T,1884_D,1884_R,1884_O,1884_T,1888_D,1888_R,1888_O,1888_T,1892_D,1892_R,1892_O,1892_T,1896_D,1896_R,1896_O,1896_T,1900_D,1900_R,1900_O,1900_T,1904_D,1904_R,1904_O,1904_T,1908_D,1908_R,1908_O,1908_T,1912_D,1912_R,1912_O,1912_T,1916_D,1916_R,1916_O,1916_T,1920_D,1920_R,1920_O,1920_T,1924_D,1924_R,1924_O,1924_T,1928_D,1928_R,1928_O,1928_T,1932_D,1932_R,1932_O,1932_T,1936_D,1936_R,1936_O,1936_T,1940_D,1940_R,1940_O,1940_T,1944_D,1944_R,1944_O,1944_T,1948_D,1948_R,1948_O,1948_T,1952_D,1952_R,1952_O,1952_T,1956_D,1956_R,1956_O,1956_T,1960_D,1960_R,1960_O,1960_T,1964_D,1964_R,1964_O,1964_T,1968_D,1968_R,1968_O,1968_T,1972_D,1972_R,1972_O,1972_T,1976_D,1976_R,1976_O,1976_T,1980_D,1980_R,1980_O,1980_T,1984_D,1984_R,1984_O,1984_T,1988_D,1988_R,1988_O,1988_T,1992_D,1992_R,1992_O,1992_T,1996_D,1996_R,1996_O,1996_T,2000_D,2000_R,2000_O,2000_T,2004_D,2004_R,2004_O,2004_T,2008_D,2008_R,2008_O,2008_T,2012_D,2012_R,2012_O,2012_T,2016_D,2016_R,2016_O,2016_T,2020_D,2020_R,2020_O,2020_T,2024_D,2024_R,2024_O,2024_T
"Dallas County, Alabama",11,Gulf Coast,Deep South,0500000US01047,"1,609","3,930",0,"5,539","1,794","1,108",0,"2,902","3,026","2,023",5,"5,054","5,302","2,090",4,"7,396","7,339","1,028",947,"9,314","4,091",519,62,"4,672","4,714",161,126,"5,001","1,472",36,15,"1,523","1,420",28,15,"1,463","1,461",16,34,"1,511","1,565",23,11,"1,599","2,702",78,0,"2,780","1,948",50,125,"2,123","1,905",705,1,"2,611","3,027",93,13,"3,133","3,205",49,4,"3,258","3,106",157,3,"3,266","2,883",149,11,"3,043",0,132,"2,738","2,870","2,082","2,550",0,"4,632","2,121","2,324",913,"5,358","2,103","2,872",69,"5,044",0,"5,888",719,"6,607","6,516","1,246","8,874","16,636","5,427","8,644",209,"14,280","8,866","7,144",351,"16,361","9,770","7,647",730,"18,147","10,955","9,585",178,"20,718","9,660","7,630",133,"17,423","11,053","7,394","1,157","19,604","10,507","6,612",535,"17,654","10,967","7,360",137,"18,464","11,175","7,335",63,"18,573","13,986","6,798",68,"20,852","14,612","6,288",53,"20,953","12,836","5,789",96,"18,721","12,230","5,524",110,"17,864","10,236","5,190",121,"15,547"
"DeKalb County, Alabama",2,Gulf Coast,Greater Appalachia,0500000US01049,987,447,0,"1,434",759,252,0,"1,011","1,077",465,0,"1,542","1,326",593,17,"1,936","1,868",5,"1,189","3,062","1,586","1,446",74,"3,106","1,873","1,735",99,"3,707","1,716","1,237",116,"3,069","1,395","1,103",58,"2,556","1,379",492,654,"2,525","1,787","1,190",47,"3,024","3,894","4,852",49,"8,795","3,003","3,434",0,"6,437","3,957","5,761",2,"9,720","4,217","3,496",77,"7,790","6,122","4,617",23,"10,762","5,432","2,810",17,"8,259","4,366","2,627",9,"7,002",0,"2,743","3,590","6,333","5,209","3,997",11,"9,217","5,768","5,684",16,"11,468","5,844","5,585",12,"11,441",0,"6,746","4,948","11,694","1,274","5,314","8,271","14,859","3,759","9,434",44,"13,237","9,759","6,597",81,"16,437","8,820","9,673",197,"18,690","7,212","12,098",39,"19,349","7,333","11,478",129,"18,940","8,245","10,519","2,821","21,585","6,544","9,823","1,776","18,143","7,056","12,827",402,"20,285","7,092","16,904",173,"24,169","5,658","17,957",400,"24,015","5,239","18,331",293,"23,863","3,622","21,405",458,"25,485","4,281","24,767",308,"29,356","3,758","25,633",269,"29,660"
"Elmore County, Alabama",12,Gulf Coast,Deep South,0500000US01051,"1,399","1,249",0,"2,648","1,467","1,389",13,"2,869","1,452","1,141",32,"2,625","1,717","1,535",0,"3,252","1,258",84,"2,507","3,849","1,923","1,379",165,"3,467","1,773","1,104",162,"3,039","1,226",151,38,"1,415","1,063",138,28,"1,229","1,152",81,177,"1,410","1,631",0,7,"1,638","1,762",353,6,"2,121","1,088",219,26,"1,333","1,309","1,770",2,"3,081","3,197",159,282,"3,638","3,967",175,148,"4,290","4,267",144,9,"4,420","3,108",184,3,"3,295",0,167,"2,403","2,570","4,199","1,315",4,"5,518","3,353","1,619",422,"5,394","3,440","1,919",50,"5,409",0,"6,363","1,233","7,596","1,745",801,"9,266","11,812","1,891","8,461",238,"10,590","6,646","6,551",311,"13,508","5,947","8,688",555,"15,190","4,198","11,694",185,"16,077","4,501","10,852",186,"15,539","6,223","11,356","2,809","20,388","6,530","12,937","1,479","20,946","6,652","16,777",375,"23,804","6,471","22,056",153,"28,680","8,301","25,777",237,"34,315","8,654","26,253",578,"35,485","8,443","27,634",738,"36,815","10,367","30,164",499,"41,030","9,774","31,374",476,"41,624"
"Escambia County, Alabama",12,Gulf Coast,Deep South,0500000US01053,784,198,0,982,812,285,22,"1,119",682,367,16,"1,065",694,484,9,"1,187","1,110",21,658,"1,789",914,482,102,"1,498",609,436,39,"1,084",627,83,9,719,641,113,38,792,829,52,87,968,982,108,3,"1,093","1,455",178,4,"1,637","1,217",152,51,"1,420","1,077","1,754",1,"2,832","2,024",157,3,"2,184","2,585",193,10,"2,788","2,772",137,8,"2,917","2,077",266,12,"2,355",0,188,"1,694","1,882","3,385","1,187",11,"4,583","3,437","1,529",333,"5,299","3,990","1,810",105,"5,905",0,"5,623","1,928","7,551","1,492",680,"8,593","10,765","1,598","7,883",110,"9,591","5,957","4,934",266,"11,157","5,148","6,513",392,"12,053","3,853","8,694",177,"12,724","4,020","6,807",127,"10,954","4,809","5,955","2,060","12,824","4,651","5,214","1,239","11,104","4,523","6,975",162,"11,660","3,814","8,513",68,"12,395","5,188","9,375",111,"14,674","5,489","9,287",93,"14,869","4,605","9,935",188,"14,728","4,918","10,869",123,"15,910","3,964","10,884",109,"14,957"
"Etowah County, Alabama",3,Gulf Coast,Greater Appalachia,0500000US01055,"1,198",273,0,"1,471","1,217",347,4,"1,568","1,313",813,27,"2,153","1,912",841,55,"2,808","2,225",269,"1,287","3,781","1,782",873,145,"2,800","1,734","1,629",201,"3,564","1,431",823,262,"2,516","1,309",996,106,"2,411","1,511",354,"1,031","2,896","1,883",862,80,"2,825","5,917","3,218",103,"9,238","3,081","1,664",272,"5,017","2,484","3,162",38,"5,684","5,167","1,066",62,"6,295","5,739","1,207",32,"6,978","7,012","1,270",33,"8,315","5,895","1,525",101,"7,521",0,"1,615","6,046","7,661","10,997","4,634",66,"15,697","12,374","7,198",314,"19,886","14,372","7,128",185,"21,685",0,"12,894","8,939","21,833","4,613","4,351","22,222","31,186","7,372","20,851",358,"28,581","25,020","10,333",397,"35,750","20,790","16,177",839,"37,806","19,074","19,243",464,"38,781","17,762","17,828",301,"35,891","20,558","17,467","4,426","42,451","17,976","16,835","2,750","37,561","17,433","21,087",828,"39,348","15,328","26,999",353,"42,680","13,497","30,595",645,"44,737","12,803","29,130",597,"42,530","10,442","32,353",835,"43,630","11,567","35,528",633,"47,728","10,027","35,653",457,"46,137"
"Fayette County, Alabama",10,Gulf Coast,Deep South,0500000US01057,935,267,0,"1,202",631,202,43,876,737,322,1,"1,060",864,315,7,"1,186",728,158,832,"1,718","1,222",441,53,"1,716",698,892,20,"1,610",712,599,208,"1,519",731,678,139,"1,548",762,434,326,"1,522","1,026",697,33,"1,756","1,413","1,865",31,"3,309","1,358",977,33,"2,368","1,131","1,686",1,"2,818","2,013",733,23,"2,769","2,244",732,23,"2,999","2,091",737,20,"2,848","1,648",913,10,"2,571",0,580,"1,042","1,622","2,287","1,481",11,"3,779","1,956","1,948",24,"3,928","2,274","1,923",8,"4,205",0,"3,203","1,287","4,490",676,827,"4,735","6,238",836,"4,240",0,"5,076","4,076","2,165",46,"6,287","3,389","3,315",85,"6,789","2,533","4,654",14,"7,201","3,186","4,338",33,"7,557","3,830","3,604","1,036","8,470","3,381","3,191",637,"7,209","3,064","4,582",162,"7,808","2,408","5,534",60,"8,002","1,994","5,883",80,"7,957","1,817","6,054",75,"7,946","1,362","6,712",109,"8,183","1,395","7,300",71,"8,766","1,142","7,158",69,"8,369"
"Franklin County, Alabama",10,Gulf Coast,Deep South,0500000US01059,781,136,0,917,655,239,110,"1,004",763,368,43,"1,174",784,236,0,"1,020","1,290",23,609,"1,922","1,108",483,50,"1,641",814,"1,151",145,"2,110",767,668,72,"1,507",650,652,61,"1,363",849,309,645,"1,803","1,044",984,46,"2,074","2,094","2,930",65,"5,089","1,985","2,208",68,"4,261","2,279","2,937",6,"5,222","2,876","1,547",34,"4,457","3,059","1,875",30,"4,964","3,523","1,989",21,"5,533","2,709","1,853",6,"4,568",0,"2,555","3,239","5,794","3,461","2,424",8,"5,893","3,354","3,399",16,"6,769","3,422","4,069",16,"7,507",0,"4,025","3,110","7,135",588,"2,524","5,984","9,096","1,840","5,877",95,"7,812","6,279","3,345",97,"9,721","6,136","4,448",179,"10,763","4,601","5,304",122,"10,027","4,961","5,146",134,"10,241","5,953","4,794","1,111","11,858","5,028","4,449","1,005","10,482","4,793","6,119",191,"11,103","4,514","7,690",65,"12,269","3,469","8,048",176,"11,693","3,171","7,567",121,"10,859","2,197","9,466",238,"11,901","2,086","10,376",116,"12,578","1,568","10,417",112,"12,097"
"Geneva County, Alabama",3,Gulf Coast,Deep South,0500000US01061,408,2,0,410,460,6,0,466,488,0,4,492,794,5,0,799,797,0,718,"1,515","1,246",46,60,"1,352",679,657,125,"1,461",743,473,304,"1,520",854,500,167,"1,521",891,99,548,"1,538","1,265",713,35,"2,013","1,488","1,088",36,"2,612","1,191",477,45,"1,713","1,485","1,533",0,"3,018","2,559",270,4,"2,833","2,652",295,2,"2,949","2,565",364,13,"2,942","2,004",385,15,"2,404",0,286,"1,837","2,123","2,703",950,3,"3,656","2,841","1,179",98,"4,118","3,050","1,502",7,"4,559",0,"4,502","1,074","5,576",380,284,"7,917","8,581","1,049","5,851",38,"6,938","5,983","2,663",93,"8,739","4,703","4,747",178,"9,628","2,330","6,308",373,"9,011","2,685","5,703",84,"8,472","3,622","4,843","1,402","9,867","3,174","4,725","1,084","8,983","2,769","6,588",202,"9,559","2,113","8,342",65,"10,520","2,134","9,417",106,"11,657","2,039","9,175",106,"11,320","1,525","9,994",149,"11,668","1,595","10,848",102,"12,545","1,391","10,929",81,"12,401"
"Greene County, Alabama",11,Gulf Coast,Deep South,0500000US01063,"1,055","2,686",0,"3,741",943,"1,463",0,"2,406",625,"1,304",0,"1,929","1,401",778,2,"2,181","2,129",355,511,"2,995","1,864",503,39,"2,406",964,107,19,"1,090",477,17,3,497,423,12,4,439,418,4,94,516,383,9,0,392,520,10,1,531,408,5,2,415,601,39,0,640,665,9,20,694,861,20,3,884,894,77,0,971,676,45,1,722,0,31,625,656,674,430,1,"1,105",691,309,44,"1,044",723,381,19,"1,123",0,"1,124",587,"1,711","2,229",180,"1,560","3,969","3,235","1,404",96,"4,735","2,900",903,15,"3,818","3,474","1,034",30,"4,538","3,675","1,361",173,"5,209","3,295","1,048",34,"4,377","3,865",805,211,"4,881","3,526",796,102,"4,424","3,504",850,42,"4,396","3,764",958,26,"4,748","4,408",876,21,"5,305","4,521",804,15,"5,340","4,013",838,13,"4,864","3,884",875,16,"4,775","3,133",885,21,"4,039"
"Hale County, Alabama",11,Gulf Coast,Deep South,0500000US01065,"2,177","2,388",0,"4,565","1,736","1,549",0,"3,285","1,925","2,203",16,"4,144","2,914","1,478",8,"4,400","3,350",121,822,"4,293","2,906",933,120,"3,959","1,563",348,31,"1,942",723,27,3,753,714,13,3,730,720,4,7,731,795,15,3,813,953,18,4,975,856,23,6,885,"1,048",403,0,"1,451","1,276",70,3,"1,349","1,626",20,8,"1,654","1,691",32,0,"1,723","1,265",33,0,"1,298",0,43,"1,044","1,087","1,210",758,4,"1,972","1,314",504,99,"1,917","1,309",741,10,"2,060",0,"1,898",548,"2,446","2,003",266,"2,991","5,260","1,779","2,859",190,"4,828","3,236","2,034",124,"5,394","3,583","2,074",322,"5,979","3,289","2,691",76,"6,056","3,187","2,414",51,"5,652","3,481","2,001",541,"6,023","3,372","1,893",208,"5,473","4,652","2,984",95,"7,731","4,631","3,281",33,"7,945","4,982","3,200",32,"8,214","5,411","3,210",22,"8,643","4,775","3,173",54,"8,002","4,663","3,192",45,"7,900","3,868","3,369",68,"7,305"
"Henry County, Alabama",12,Gulf Coast,Deep South,0500000US01067,"1,587",434,0,"2,021","1,729",273,0,"2,002","1,653",196,3,"1,852","1,947",2,1,"1,950","2,712",133,"1,215","4,060","3,060",675,292,"4,027","1,984",590,131,"2,705",701,104,106,911,723,79,88,890,711,47,179,937,860,141,32,"1,033",715,489,1,"1,205",816,179,40,"1,035",815,796,2,"1,613","1,741",42,4,"1,787","1,925",35,3,"1,963","1,960",69,2,"2,031","1,635",46,2,"1,683",0,47,"1,041","1,088","1,966",421,5,"2,392","2,127",429,157,"2,713","2,115",588,11,"2,714",0,"2,896",589,"3,485",955,84,"4,253","5,292",853,"3,414",24,"4,291","3,144","2,052",38,"5,234","2,973","2,813",93,"5,879","2,231","3,952",56,"6,239","2,206","3,613",25,"5,844","2,804","2,970",725,"6,499","3,019","3,082",536,"6,637","2,782","4,054",96,"6,932","2,452","4,881",28,"7,361","3,018","5,585",45,"8,648","3,083","5,628",49,"8,760","2,292","5,632",91,"8,015","2,606","6,607",85,"9,298","2,263","6,989",68,"9,320"
"Houston County, Alabama",0,Gulf Coast,Deep South,0500000US01069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,248",384,90,"1,722",965,423,69,"1,457","1,160",82,411,"1,653","1,670",466,60,"2,196","2,045",571,40,"2,656","1,731",242,91,"2,064","2,290","1,963",3,"4,256","3,863",157,11,"4,031","3,538",230,15,"3,783","3,941",483,15,"4,439","3,349",282,17,"3,648",0,426,"2,739","3,165","3,779","2,517",68,"6,364","3,630","2,632",579,"6,841","3,897","4,055",65,"8,017",0,"10,353","1,421","11,774","1,488",974,"14,074","16,536","2,358","12,622",144,"15,124","8,787","10,672",279,"19,738","7,848","14,884",506,"23,238","6,488","20,854",163,"27,505","7,001","19,989",71,"27,061","8,857","17,360","3,543","29,760","8,791","17,476","1,796","28,063","9,412","22,150",495,"32,057","9,144","26,874",183,"36,201","12,225","29,254",256,"41,735","12,367","29,270",281,"41,918","10,664","30,728",779,"42,171","12,917","32,618",638,"46,173","11,352","32,469",528,"44,349"
"Jackson County, Alabama",9,Gulf Coast,Greater Appalachia,0500000US01071,"2,689",694,0,"3,383","2,059",599,956,"3,614","2,217","1,052",342,"3,611","2,304","1,022",40,"3,366","3,044",0,"1,638","4,682","3,556",675,148,"4,379","1,933","1,694",64,"3,691","1,641",666,50,"2,357","1,404",469,90,"1,963","1,597",229,429,"2,255","1,907",567,48,"2,522","2,513","1,483",17,"4,013","1,923",885,101,"2,909","2,153","3,081",13,"5,247","3,112",938,8,"4,058","3,450",926,7,"4,383","3,818",945,9,"4,772","2,967","1,026",7,"4,000",0,603,"1,744","2,347","3,677","1,272",10,"4,959","4,758","1,868",21,"6,647","4,789","2,036",23,"6,848",0,"2,730","3,145","5,875","1,022","1,191","8,695","10,908","2,985","6,202",223,"9,410","10,989","3,913",423,"15,325","8,776","4,897",530,"14,203","7,635","6,730",217,"14,582","7,418","6,090",161,"13,669","10,628","5,711","2,577","18,916","8,204","5,650","1,704","15,558","9,066","8,475",365,"17,906","8,635","11,534",152,"20,321","6,374","14,083",417,"20,874","5,822","14,439",316,"20,577","3,673","16,672",393,"20,738","3,717","19,670",249,"23,636","3,276","20,073",207,"23,556"
"Jefferson County, Alabama",7,Gulf Coast,Deep South,0500000US01073,"2,102",689,0,"2,791","1,712",781,176,"2,669","2,183","2,018",63,"4,264","5,508","3,001",104,"8,613","10,055",296,"4,953","15,304","8,819","3,394",819,"13,032","4,580","2,842",299,"7,721","6,424","1,090",508,"8,022","7,803","2,182",722,"10,707","8,887",693,"2,646","12,226","10,677","2,052",391,"13,120","24,982","7,124",833,"32,939","15,133","5,678","2,969","23,780","16,735","18,060",112,"34,907","30,858","4,567",814,"36,239","35,980","3,810",404,"40,194","37,110","6,714",177,"44,001","31,101","7,409",174,"38,684",0,"7,261","30,600","37,861","38,111","32,254",401,"70,766","38,604","43,695","5,214","87,513","44,369","60,004","1,525","105,898",0,"100,756","38,082","138,838","55,845","39,752","109,436","205,033","57,288","135,095","6,145","198,528","99,531","113,590","3,969","217,090","113,069","132,612","13,831","259,512","107,506","158,362",679,"266,547","107,766","148,879","1,188","257,833","125,889","149,832","23,163","298,884","120,208","130,980","9,718","260,906","129,889","138,491","5,383","273,763","132,286","158,680","2,001","292,967","166,121","149,921","2,482","318,524","159,876","141,683","2,359","303,918","156,873","134,768","6,645","298,286","181,688","138,843","5,317","325,848","162,112","131,123","5,469","298,704"
"Lamar County, Alabama",3,Gulf Coast,Deep South,0500000US01075,"1,201",198,0,"1,399",856,172,0,"1,028",828,234,0,"1,062","1,133",243,1,"1,377","1,458",31,588,"2,077","1,263",509,91,"1,863",890,509,53,"1,452",848,215,13,"1,076",839,160,11,"1,010",816,61,170,"1,047","1,299",303,33,"1,635","1,628",576,16,"2,220","1,087",262,20,"1,369","1,412",804,0,"2,216","2,207",258,8,"2,473","2,393",195,6,"2,594","2,665",275,12,"2,952","2,025",310,17,"2,352",0,180,"1,442","1,622","2,512",605,1,"3,118","2,501",867,31,"3,399","2,386",964,41,"3,391",0,"2,734","1,041","3,775",302,364,"5,259","5,925",766,"3,283",26,"4,075","3,860","1,739",125,"5,724","3,366","2,778",42,"6,186","1,910","3,943",14,"5,867","2,274","3,214",8,"5,496","2,849","3,262",787,"6,898","2,843","2,955",612,"6,410","2,653","4,470",126,"7,249","1,956","4,894",35,"6,885","1,614","5,419",42,"7,075","1,646","5,457",63,"7,166","1,036","5,823",62,"6,921",978,"6,174",41,"7,193",806,"6,033",51,"6,890"
"Lauderdale County, Alabama",3,Gulf Coast,Deep South,0500000US01077,"1,720","1,044",0,"2,764","1,743","1,228",88,"3,059","1,698",629,56,"2,383","1,637","1,120",1,"2,758","2,352",0,"1,293","3,645","2,300","1,024",60,"3,384","1,380","1,458",29,"2,867","1,269",316,21,"1,606","1,177",427,33,"1,637","1,386",263,369,"2,018","1,678",369,60,"2,107","2,644","1,164",62,"3,870","2,266",823,89,"3,178","2,763","1,410",1,"4,074","3,336",431,20,"3,787","4,685",389,20,"5,094","5,065",507,34,"5,606","4,001",590,20,"4,611",0,546,"3,276","3,822","7,097","1,910",20,"9,027","9,150","2,458",84,"11,692","8,565","3,570",84,"12,219",0,"5,978","6,593","12,571","2,166","2,952","13,765","18,883","5,112","14,410",586,"20,108","15,549","7,226",410,"23,185","15,379","10,467","1,397","27,243","12,907","15,354",398,"28,659","12,862","12,942",376,"26,180","15,936","13,728","4,092","33,756","13,619","14,058","2,759","30,436","13,875","17,478",784,"32,137","14,628","22,161",318,"37,107","13,329","24,068",707,"38,104","12,511","23,911",502,"36,924","9,952","27,899",987,"38,838","11,915","31,721",703,"44,339","10,326","32,708",603,"43,637"
"Lawrence County, Alabama",3,Gulf Coast,Deep South,0500000US01079,"1,659","1,484",0,"3,143","1,555","1,414",558,"3,527","1,407","1,582",146,"3,135","1,449","1,457",19,"2,925","1,516",3,"1,968","3,487","1,248","1,685",76,"3,009","1,262",996,66,"2,324",909,410,15,"1,334",602,344,42,988,643,198,293,"1,134",995,43,120,"1,158",935,831,16,"1,782",990,468,14,"1,472","1,035","1,008",3,"2,046","1,920",299,0,"2,219","2,213",444,6,"2,663","2,277",480,12,"2,769","1,893",565,5,"2,463",0,357,"1,449","1,806","2,651",809,6,"3,466","2,961","1,197",27,"4,185","2,929","1,365",7,"4,301",0,"1,809","1,808","3,617",650,580,"6,299","7,529","1,416","4,433",14,"5,863","6,810","1,415",59,"8,284","6,112","2,456",174,"8,742","4,866","4,466",162,"9,494","4,646","3,616",155,"8,417","6,364","3,576","1,649","11,589","5,254","3,893",996,"10,143","6,296","5,671",218,"12,185","6,155","7,730",116,"14,001","5,164","9,277",239,"14,680","5,069","8,874",169,"14,112","3,627","10,833",250,"14,710","3,562","12,322",147,"16,031","2,983","13,024",115,"16,122"
"Lee County, Alabama",12,Gulf Coast,Deep South,0500000US01081,"2,885","1,105",0,"3,990","1,943","1,569",5,"3,517","1,907","1,680",26,"3,612","1,991","1,432",3,"3,426","2,760",318,"1,374","4,452","1,737","1,491",174,"3,402","1,718","1,026",103,"2,847","1,348",40,40,"1,428","1,126",64,84,"1,274","1,179",43,103,"1,325","1,369",42,35,"1,446","1,620",155,118,"1,893","1,290",98,116,"1,504","1,436","1,016",3,"2,435","1,988",103,12,"2,103","2,182",93,7,"2,282","2,566",103,5,"2,674","2,011",134,6,"2,151",0,258,"1,749","2,007","2,803","1,626",5,"4,434","3,302","1,586",163,"5,051","3,759","2,301",39,"6,099",0,"5,914","1,602","7,516","2,803","2,366","7,967","13,136","3,622","11,571",248,"15,441","8,427","9,884",426,"18,737","9,606","10,982","1,384","21,972","9,077","16,757",327,"26,161","9,078","17,180",425,"26,683","13,770","16,885","4,835","35,490","12,919","17,985","2,310","33,214","14,574","22,433","1,257","38,264","16,227","27,972",411,"44,610","21,498","32,230",597,"54,325","21,381","32,194",784,"54,359","21,230","34,617","2,030","57,877","27,860","42,221","1,368","71,449","25,798","46,020","1,309","73,127"
"Limestone County, Alabama",3,Gulf Coast,Deep South,0500000US01083,"1,684","1,343",0,"3,027","1,600","1,623",56,"3,279","1,430","1,450",46,"2,926","1,489","1,183",21,"2,693","1,447",18,"1,869","3,334","1,812","1,520",50,"3,382","1,063","1,157",63,"2,283","1,053",187,17,"1,257","1,188",238,27,"1,453","1,012",90,117,"1,219","1,450",92,32,"1,574","1,812",285,17,"2,114","1,415",136,69,"1,620","1,689",407,0,"2,096","2,667",107,6,"2,780","2,861",108,21,"2,990","2,941",95,9,"3,045","2,605",129,10,"2,744",0,112,"1,870","1,982","3,844",549,13,"4,406","4,145",589,16,"4,750","4,147",991,8,"5,146",0,"2,377","3,027","5,404",889,870,"8,616","10,375","2,079","6,188",185,"8,452","8,803","2,997",200,"12,000","8,180","4,574",630,"13,384","5,410","8,423",177,"14,010","5,455","9,086",219,"14,760","8,087","9,862","3,648","21,597","8,045","10,862","1,775","20,682","8,992","14,204",438,"23,634","9,126","19,702",245,"29,073","9,536","23,598",417,"33,551","9,829","25,295",335,"35,459","9,468","29,067","1,055","39,590","13,672","34,640",923,"49,235","14,581","37,887",864,"53,332"
"Lowndes County, Alabama",11,Gulf Coast,Deep South,0500000US01085,"1,309","4,152",0,"5,461","1,414","2,399",0,"3,813","2,962","1,436",0,"4,398","2,105","1,468",0,"3,573","3,238",349,716,"4,303","3,001",642,46,"3,689","1,770","1,524",19,"3,313",697,32,3,732,633,36,3,672,583,4,14,601,540,9,2,551,727,6,0,733,602,5,21,628,703,180,0,883,"1,073",18,0,"1,091","1,204",10,2,"1,216","1,132",12,1,"1,145",802,16,1,819,0,13,779,792,809,631,3,"1,443",623,326,243,"1,192",796,432,12,"1,240",0,"1,548",310,"1,858","1,127",234,"1,902","3,263","2,559","1,990",112,"4,661","3,732","1,621",109,"5,462","3,577","1,524",228,"5,329","3,567","1,629",56,"5,252","3,328","1,405",43,"4,776","3,500","1,328",320,"5,148","3,970","1,369",102,"5,441","4,557","1,638",48,"6,243","4,233","1,786",2,"6,021","5,449","1,809",20,"7,278","5,747","1,756",18,"7,521","4,883","1,751",32,"6,666","4,972","1,836",27,"6,835","3,867","1,758",30,"5,655"
